time[s],thrust[N]
1.5978,407.8455865
1.598,407.8363137
1.5982,407.5068997
1.5984,407.241527
1.5986,406.8481153
1.5988,406.4547211
1.599,406.3814565
1.5992,406.3081947
1.5994,406.2349359
1.5996,406.5457883
1.5998,406.4725266
1.6,406.3352526
1.6002,406.1979844
1.6004,405.8686854
1.6006,405.6674225
1.6008,405.4661684
1.601,405.2649229
1.6012,404.8076606
1.6014,404.4784287
1.6016,404.6612391
1.6018,404.8440408
1.602,405.2828361
1.6022,405.3376163
1.6024,405.6483843
1.6026,405.8311453
1.6028,406.0778923
1.603,406.0046611
1.6032,406.1234084
1.6034,405.8582075
1.6036,405.9769519
1.6038,405.6477781
1.604,405.766521
1.6042,405.6293198
1.6044,406.1319556
1.6046,405.9307698
1.6048,405.9855136
1.605,406.680042
1.6052,406.0949925
1.6054,406.3416551
1.6056,405.6926647
1.6058,405.6194597
1.606,405.6742006
1.6062,405.4090885
1.6064,405.3998623
1.6066,405.2627019
1.6068,405.0615817
1.607,405.3721837
1.6072,405.5548457
1.6074,405.8654215
1.6076,405.8561836
1.6078,406.1027792
1.608,406.3493631
1.6082,406.0842918
1.6084,405.8831861
1.6086,405.8739468
1.6088,405.4170499
1.609,405.53572
1.6092,405.3985917
1.6094,405.7090961
1.6096,406.019586
1.6098,406.13823
1.61,406.3208104
1.6102,406.3755003
1.6104,406.4941268
1.6106,406.4209335
1.6108,406.091997
1.611,405.5073347
1.6112,405.1784332
1.6114,405.169207
1.6116,404.7124658
1.6118,404.5753913
1.612,404.7579616
1.6122,405.0044494
1.6124,405.1230759
1.6126,405.4973902
1.6128,405.3603113
1.613,405.6067613
1.6132,405.7253616
1.6134,405.7161208
1.6136,405.3233832
1.6138,404.9945777
1.614,404.6657868
1.6142,404.8483046
1.6144,405.0947241
1.6146,405.4050407
1.6148,405.3318984
1.615,406.1534423
1.6152,406.3359034
1.6154,406.6461618
1.6156,406.6368977
1.6158,406.4359333
1.616,406.6822683
1.6162,406.4174139
1.6164,406.4720499
1.6166,406.3988945
1.6168,406.0062777
1.617,405.8053525
1.6172,405.9238858
1.6174,405.9146363
1.6176,405.7776127
1.6178,405.3211671
1.618,405.1202784
1.6182,404.8555157
1.6184,404.399121
1.6186,404.389905
1.6188,404.1251758
1.619,404.2437193
1.6192,404.3622569
1.6194,404.4807887
1.6196,404.2160799
1.6198,404.6539639
1.62,404.8363493
1.6202,405.082594
1.6204,405.3926938
1.6206,405.5750486
1.6208,405.2464848
1.621,405.492696
1.6212,405.7388956
1.6214,406.048943
1.6216,406.167402
1.6218,406.2858552
1.622,406.4681576
1.6222,406.7143048
1.6224,406.9604404
1.6226,406.8873111
1.6228,407.0057323
1.623,406.9964522
1.6232,406.9871722
1.6234,406.339444
1.6236,406.4578652
1.6238,406.0655453
1.624,406.0562856
1.6242,406.2385429
1.6244,406.5484665
1.6246,406.6668673
1.6248,406.657593
1.625,406.9036514
1.6252,406.6390445
1.6254,406.3744493
1.6256,405.9183793
1.6258,405.526157
1.626,405.0063004
1.6262,404.9332381
1.6264,404.9878247
1.6266,404.9785868
1.6268,405.2884492
1.627,405.789753
1.6272,405.7804962
1.6274,406.0265022
1.6276,406.3363107
1.6278,406.1356025
1.628,406.4453936
1.6282,405.9894517
1.6284,405.9801891
1.6286,406.2261543
1.6288,406.0892749
1.629,406.1438134
1.6292,406.5811646
1.6294,406.827092
1.6296,407.0730077
1.6298,407.38271
1.63,407.5010075
1.6302,407.3003225
1.6304,406.9720586
1.6306,406.5162244
1.6308,406.2517835
1.631,405.9873542
1.6312,405.7229365
1.6314,405.4585305
1.6316,405.8957725
1.6318,405.8865084
1.632,406.3237198
1.6322,406.5057878
1.6324,406.879185
1.6326,406.6147863
1.6328,406.6055047
1.633,406.1497987
1.6332,406.0129804
1.6334,405.7486239
1.6336,405.2291967
1.6338,405.0286385
1.634,404.7643212
1.6342,404.9463791
1.6344,404.7458397
1.6346,404.9278888
1.6348,404.9186436
1.635,404.9093985
1.6352,404.5813588
1.6354,404.6996358
1.6356,404.371615
1.6358,404.4261361
1.636,404.4806542
1.6362,404.790176
1.6364,404.9084327
1.6366,404.8991861
1.6368,405.0811813
1.637,405.199422
1.6372,405.8276117
1.6374,405.6908575
1.6376,405.681592
1.6378,405.7998064
1.638,405.5355838
1.6382,405.6537954
1.6384,405.963208
1.6386,406.0176694
1.6388,405.8809297
1.639,406.1265834
1.6392,406.1173062
1.6394,406.5541274
1.6396,406.7360208
1.6398,406.4081019
1.64,405.9527496
1.6402,405.5611402
1.6404,405.2969904
1.6406,405.2240111
1.6408,404.8961621
1.641,404.8869111
1.6412,404.9413754
1.6414,404.8684092
1.6416,404.7954459
1.6418,404.977329
1.642,404.7769469
1.6422,404.5128655
1.6424,404.3125023
1.6426,404.0484428
1.6428,404.1029129
1.643,403.9662736
1.6432,404.084443
1.6434,404.075208
1.6436,404.4481597
1.6438,404.7573976
1.644,404.9392312
1.6442,405.4395232
1.6444,405.621332
1.6446,405.8668227
1.6448,406.0486126
1.645,406.1667062
1.6452,406.4121663
1.6454,406.020768
1.6456,405.8204368
1.6458,405.6201144
1.646,405.4198007
1.6462,405.2831745
1.6464,405.273909
1.6466,405.4556713
1.6468,405.128029
1.647,404.9277473
1.6472,405.1731754
1.6474,405.2275814
1.6476,404.8363039
1.6478,405.2090504
1.648,405.0087876
1.6482,405.0631907
1.6484,404.4172998
1.6486,404.4717131
1.6488,404.6534434
1.649,404.4532141
1.6492,404.4439646
1.6494,404.0527818
1.6496,403.8525787
1.6498,403.3977738
1.65,403.0702916
1.6502,403.0610727
1.6504,402.7336124
1.6506,402.7880476
1.6508,402.8424798
1.651,402.8332652
1.6512,403.3331903
1.6514,403.4512461
1.6516,403.6329356
1.6518,403.3691497
1.652,403.3599221
1.6522,403.5415999
1.6524,403.8505365
1.6526,403.9049294
1.6528,403.5775346
1.653,403.3774131
1.6532,403.4318118
1.6534,403.6134606
1.6536,403.4769756
1.6538,403.8494848
1.654,403.5857557
1.6542,403.3856589
1.6544,403.4400475
1.6546,403.6852863
1.6548,403.6760484
1.655,403.4123514
1.6552,403.4031193
1.6554,403.2666635
1.6556,403.7663178
1.6558,403.3754232
1.656,403.3661912
1.6562,403.3569592
1.6564,403.3477271
1.6566,403.5929077
1.6568,404.2832884
1.657,404.3376347
1.6572,404.5191757
1.6574,404.700708
1.6576,404.9458274
1.6578,405.2545296
1.658,404.6093229
1.6582,404.2185113
1.6584,403.700537
1.6586,403.2461747
1.6588,402.7918327
1.659,402.4010968
1.6592,402.6462206
1.6594,402.2555051
1.6596,402.3734575
1.6598,402.7457235
1.66,402.8636585
1.6602,403.2994723
1.6604,403.0995109
1.6606,402.8359842
1.6608,402.6360417
1.661,402.2453946
1.6612,402.1726133
1.6614,401.9091304
1.6616,401.9634926
1.6618,401.8907216
1.662,401.945081
1.6622,402.1265623
1.6624,402.8165223
1.6626,403.0615339
1.6628,403.1794179
1.663,403.2337395
1.6632,403.732944
1.6634,403.533035
1.6636,403.6508957
1.6638,403.1332432
1.664,403.2511068
1.6642,403.1147733
1.6644,403.1055383
1.6646,402.8421237
1.6648,402.7058077
1.665,402.3788715
1.6652,402.2425715
1.6654,402.1698163
1.6656,402.0970641
1.6658,402.0243149
1.666,401.5703602
1.6662,401.5611588
1.6664,401.3613619
1.6666,401.0980434
1.6668,401.152381
1.667,400.5714413
1.6672,400.6257876
1.6674,400.1719348
1.6676,400.2898101
1.6678,400.2806363
1.668,400.3985028
1.6682,400.5798822
1.6684,400.6342184
1.6686,401.0061306
1.6688,401.4415397
1.669,401.4323382
1.6692,402.058251
1.6694,402.3665848
1.6696,402.3573615
1.6698,402.6021665
1.67,402.1483981
1.6702,402.4566999
1.6704,402.2569656
1.6706,402.4382475
1.6708,402.3655215
1.671,402.2927984
1.6712,402.8550469
1.6714,403.0997922
1.6716,403.3445258
1.6718,403.3987702
1.672,403.4530118
1.6722,403.3167816
1.6724,402.8631166
1.6726,402.7269054
1.6728,402.5272148
1.673,402.1370816
1.6732,401.8104482
1.6734,401.7377528
1.6736,401.6015809
1.6738,401.9732383
1.674,402.0909724
1.6742,401.9548005
1.6744,402.0725287
1.6746,402.0633068
1.6748,401.8002023
1.675,401.5371095
1.6752,401.5278993
1.6754,401.2648239
1.6756,401.6364085
1.6758,401.6271954
1.676,401.87183
1.6762,401.8626111
1.6764,401.9803102
1.6766,402.0980035
1.6768,402.2791471
1.677,402.3333726
1.6772,401.9434228
1.6774,401.7438458
1.6776,401.7980786
1.6778,401.5350643
1.678,401.5258512
1.6782,401.9607595
1.6784,402.0784251
1.6786,402.3229709
1.6788,402.3771804
1.679,402.5582672
1.6792,402.8027839
1.6794,402.4129171
1.6796,401.8961964
1.6798,401.8869731
1.68,401.6240185
1.6802,401.8685265
1.6804,401.5421537
1.6806,402.2306506
1.6808,401.8408566
1.681,402.2121865
1.6812,402.4566508
1.6814,402.8279486
1.6816,403.0089655
1.6818,402.9362949
1.682,403.1807184
1.6822,403.2348799
1.6824,402.845131
1.6826,402.7090552
1.6828,402.4461603
1.683,402.1198661
1.6832,401.7301769
1.6834,401.7209536
1.6836,401.7117303
1.6838,401.9561276
1.684,401.9468985
1.6842,401.8742671
1.6844,401.6114363
1.6846,401.4754158
1.6848,400.9590139
1.685,400.7596174
1.6852,400.3700447
1.6854,400.2340635
1.6856,400.0980881
1.6858,400.3424622
1.686,400.5868245
1.6862,400.7677876
1.6864,400.7585832
1.6866,400.9395331
1.6868,401.4373908
1.687,401.7450798
1.6872,401.7992325
1.6874,401.6632455
1.6876,401.7807742
1.6878,401.7715451
1.688,401.8890652
1.6882,402.2600719
1.6884,402.0607161
1.6886,402.0514797
1.6888,401.9788745
1.689,402.6666799
1.6892,402.7207948
1.6894,402.5214492
1.6896,402.3221123
1.6898,401.9960613
1.69,402.1769049
1.6902,401.9142299
1.6904,401.7149236
1.6906,400.9454251
1.6908,400.8095036
1.691,400.5468825
1.6912,400.284273
1.6914,400.1483748
1.6916,399.5056954
1.6918,399.5598612
1.692,399.0439149
1.6922,399.2247761
1.6924,399.3422859
1.6926,399.5864721
1.6928,399.3872692
1.693,400.0114714
1.6932,400.3189609
1.6934,400.6264357
1.6936,400.8072285
1.6938,401.5580037
1.694,401.3587804
1.6942,401.4762131
1.6944,401.5936399
1.6946,401.9643672
1.6948,402.0184515
1.695,401.8192384
1.6952,401.8733227
1.6954,402.3073284
1.6956,402.7413137
1.6958,402.9853252
1.696,403.1660087
1.6962,402.9034793
1.6964,402.4510211
1.6966,402.1885193
1.6968,402.1159608
1.697,401.7268597
1.6972,401.3377762
1.6974,400.885404
1.6976,400.4330521
1.6978,400.7403596
1.698,400.8577471
1.6982,400.8485282
1.6984,401.2191026
1.6986,401.1465775
1.6988,401.643719
1.699,401.5711866
1.6992,401.6252433
1.6994,401.362839
1.6996,400.910576
1.6998,400.8380654
1.7,400.6389833
1.7002,400.8196246
1.7004,400.6838356
1.7006,400.8644667
1.7008,401.4247776
1.701,401.7319424
1.7012,402.0390926
1.7014,402.0931202
1.7016,402.0838692
1.7018,402.0113441
1.702,401.7490039
1.7022,401.8030315
1.7024,401.350898
1.7026,401.4049313
1.7028,401.1426275
1.703,401.4497239
1.7032,401.5670139
1.7034,401.3047232
1.7036,401.0424442
1.7038,400.9066959
1.704,400.7709534
1.7042,400.4454468
1.7044,400.2464652
1.7046,399.6047161
1.7048,399.6587713
1.705,399.3333186
1.7052,399.3241273
1.7054,399.5046798
1.7056,399.74847
1.7058,400.1187386
1.706,400.2992591
1.7062,400.7959813
1.7064,400.9132364
1.7066,400.7775289
1.7068,400.6418272
1.707,400.6326039
1.7072,400.5601458
1.7074,400.1715237
1.7076,399.846151
1.7078,399.9634061
1.708,399.5748235
1.7082,399.5656235
1.7084,399.4931974
1.7086,399.7368973
1.7088,399.5380234
1.709,399.3391582
1.7092,398.8874207
1.7094,398.8150165
1.7096,398.6161804
1.7098,398.1644895
1.71,397.9024623
1.7102,397.8932987
1.7104,397.757712
1.7106,397.6853412
1.7108,397.7393906
1.711,398.1726801
1.7112,398.416332
1.7114,398.596768
1.7116,398.5875869
1.7118,398.8312112
1.712,399.011624
1.7122,399.192028
1.7124,399.5620142
1.7126,399.6792007
1.7128,400.23874
1.713,400.166327
1.7132,400.7258284
1.7134,400.7165964
1.7136,401.149682
1.7138,401.1404398
1.714,401.1311975
1.7142,401.0587714
1.7144,400.796801
1.7146,401.0402899
1.7148,400.9046901
1.715,400.9586303
1.7152,400.8230378
1.7154,400.6874511
1.7156,400.2991756
1.7158,400.4794675
1.716,399.9648722
1.7162,399.387131
1.7164,399.1252552
1.7166,398.4212262
1.7168,398.1593839
1.717,398.0238802
1.7172,398.0778685
1.7174,398.3213355
1.7176,398.3753135
1.7178,398.366131
1.718,398.8621981
1.7182,399.3582419
1.7184,399.538496
1.7186,399.845045
1.7188,399.9621283
1.719,400.3949504
1.7192,400.8277521
1.7194,400.9448034
1.7196,400.9987043
1.7198,401.3683178
1.72,401.4222055
1.7202,401.6023708
1.7204,402.2244985
1.7206,401.9626751
1.7208,401.9534067
1.721,401.7547351
1.7212,401.3035406
1.7214,400.9786295
1.7216,400.5906028
1.7218,400.0763366
1.722,399.9408562
1.7222,399.6791303
1.7224,399.2280436
1.7226,399.0925909
1.7228,399.3358715
1.723,399.7053802
1.7232,399.822398
1.7234,400.0656438
1.7236,399.7408389
1.7238,399.6685045
1.724,399.2806103
1.7242,398.6402894
1.7244,398.3155457
1.7246,397.9908165
1.7248,397.7923153
1.725,397.8462438
1.7252,398.2787922
1.7254,398.7744226
1.7256,398.8283235
1.7258,399.1346191
1.726,400.07188
1.7262,400.3150355
1.7264,400.3688942
1.7266,400.1072819
1.7268,400.2242342
1.727,399.8995457
1.7272,399.9534073
1.7274,400.1334415
1.7276,399.9980354
1.7278,400.1149745
1.728,400.0426576
1.7282,399.9072617
1.7284,400.2765156
1.7286,399.1949338
1.7288,399.3118759
1.729,398.6718986
1.7292,398.095025
1.7294,397.9596901
1.7296,397.9505047
1.7298,398.0043896
1.73,397.9952026
1.7302,397.9229483
1.7304,398.2921586
1.7306,398.5982869
1.7308,398.9674635
1.731,399.0213149
1.7312,398.8229229
1.7314,399.1920676
1.7316,399.4350804
1.7318,400.1194719
1.732,400.1102341
1.7322,400.1009962
1.7324,400.5331181
1.7326,400.7760698
1.7328,400.7668159
1.733,400.757562
1.7332,400.180898
1.7334,399.9825249
1.7336,399.7841606
1.7338,399.3966813
1.734,399.1983388
1.7342,398.0544307
1.7344,398.7386431
1.7346,398.666399
1.7348,398.6571917
1.735,398.6479844
1.7352,398.3866531
1.7354,398.4404812
1.7356,397.9900816
1.7358,397.9808889
1.736,397.908671
1.7362,397.5843611
1.7364,397.6381993
1.7366,397.3769306
1.7368,397.8088865
1.737,397.9257325
1.7372,398.3576549
1.7374,398.6635269
1.7376,399.0323979
1.7378,399.3382394
1.738,399.4550345
1.7382,399.2567778
1.7384,399.6886071
1.7386,399.6163659
1.7388,400.1111708
1.739,400.3539391
1.7392,399.840673
1.7394,400.1464358
1.7396,399.9481923
1.7398,399.6239624
1.74,400.2446882
1.7402,399.9834602
1.7404,399.5962576
1.7406,399.2090724
1.7408,398.8219047
1.741,398.0568219
1.7412,397.6696978
1.7414,397.2825913
1.7416,396.5805801
1.7418,396.1935158
1.742,396.0583949
1.7422,395.9232799
1.7424,396.1660424
1.7426,396.2198617
1.7428,395.9587997
1.743,395.9496463
1.7432,396.0034657
1.7434,396.1202534
1.7436,396.3629751
1.7438,396.6686535
1.744,397.0372844
1.7442,397.3429322
1.7444,397.7115296
1.7446,397.9541843
1.7448,398.1968272
1.745,398.565378
1.7452,398.3043291
1.7454,398.5469459
1.7456,398.6006852
1.7458,398.5914677
1.746,398.6452027
1.7462,398.7618856
1.7464,398.9415122
1.7466,398.7434419
1.7468,398.9230598
1.747,398.7879433
1.7472,398.3381144
1.7474,398.4547857
1.7476,398.3826289
1.7478,398.3734144
1.748,397.6718837
1.7482,397.2850668
1.7484,396.8353325
1.7486,396.8890864
1.7488,396.9428373
1.749,396.6819325
1.7492,396.6098267
1.7494,396.5377238
1.7496,396.2768452
1.7498,396.3935267
1.75,396.5102024
1.7502,396.4381068
1.7504,396.5547751
1.7506,396.2310053
1.7508,396.8510119
1.751,397.3451574
1.7512,397.7134504
1.7514,397.8929867
1.7516,398.4499841
1.7518,398.8182248
1.752,398.9348131
1.7522,398.9255811
1.7524,398.6647258
1.7526,398.5925952
1.7528,398.268856
1.753,398.196737
1.7532,397.8730211
1.7534,397.9267109
1.7536,397.9175007
1.7538,398.1598729
1.754,398.0248686
1.7542,397.7640847
1.7544,397.6919861
1.7546,397.5570008
1.7548,397.4849095
1.755,397.2241605
1.7552,396.9005377
1.7554,396.8913494
1.7556,396.6935135
1.7558,396.7472105
1.756,396.8637843
1.7562,396.9803522
1.7564,396.9711609
1.7566,397.6535972
1.7568,397.7072637
1.757,397.9495442
1.7572,397.8774588
1.7574,397.616768
1.7576,397.418957
1.7578,397.3468875
1.758,397.3376861
1.7582,397.0770302
1.7584,397.1935589
1.7586,397.058639
1.7588,397.0494433
1.759,397.3545365
1.7592,397.3453336
1.7594,397.0847112
1.7596,396.9498073
1.7598,396.7520573
1.76,396.6171665
1.7602,396.2937345
1.7604,396.2217073
1.7606,396.4010674
1.7608,396.0148169
1.761,396.3827024
1.7612,396.4992033
1.7614,396.7413791
1.7616,396.7321878
1.7618,396.7229965
1.762,397.0279849
1.7622,397.1444553
1.7624,396.8839218
1.7626,396.5605683
1.7628,396.8027004
1.763,397.1076494
1.7632,396.9099664
1.7634,397.4033751
1.7636,397.2685178
1.7638,397.5106033
1.764,397.6898557
1.7642,397.8062795
1.7644,397.7970606
1.7646,397.9762927
1.7648,397.7158072
1.765,397.7694038
1.7652,397.6345596
1.7654,397.7509659
1.7656,397.4276984
1.7658,397.2300619
1.766,396.9696274
1.7662,396.5207885
1.7664,396.3231855
1.7666,396.0627888
1.7668,395.9280057
1.767,395.730429
1.7672,395.5328609
1.7674,395.8376746
1.7676,395.7029075
1.7678,395.9449086
1.768,395.6845599
1.7682,395.8009677
1.7684,395.5406336
1.7686,395.6570385
1.7688,395.836224
1.769,395.7642609
1.7692,395.6295171
1.7694,395.6831254
1.7696,395.9250725
1.7698,396.1042289
1.77,396.2205989
1.7702,396.336963
1.7704,396.3277717
1.7706,395.5653005
1.7708,396.7487923
1.771,397.2417541
1.7712,396.9814651
1.7714,396.9722578
1.7716,396.6492204
1.7718,396.8910786
1.772,396.6935835
1.7722,397.060952
1.7724,396.9262214
1.7726,396.7287379
1.7728,396.6567776
1.773,396.7730879
1.7732,396.7638835
1.7734,396.7546791
1.7736,396.3689658
1.7738,396.2342701
1.774,396.0368316
1.7742,395.6511605
1.7744,395.5164895
1.7746,395.1308475
1.7748,394.9334513
1.775,394.8615463
1.7752,395.0406037
1.7754,395.4706059
1.7756,395.4614292
1.7758,395.8914008
1.776,396.070416
1.7762,391.0426194
1.7764,396.2402268
1.7766,396.2310312
1.7768,396.3472919
1.777,396.3380934
1.7772,396.2034442
1.7774,396.4451439
1.7776,396.5613872
1.7778,396.426741
1.778,396.7311368
1.7782,396.784646
1.7784,397.026302
1.7786,396.8289407
1.7788,397.00787
1.779,396.998654
1.7792,397.3029916
1.7794,397.1056405
1.7796,396.9710059
1.7798,397.2126153
1.78,396.7644591
1.7802,397.1314682
1.7804,396.4325259
1.7806,396.6114231
1.7808,396.1006217
1.781,395.8406341
1.7812,396.1449237
1.7814,396.1357252
1.7816,396.2519131
1.7818,396.1173281
1.782,395.9200585
1.7822,396.3496865
1.7824,395.9016701
1.7826,395.8924759
1.7828,395.3818055
1.783,394.9965246
1.7832,394.1724898
1.7834,394.2886952
1.7836,394.2168587
1.7838,394.0823479
1.784,394.0731945
1.7842,394.1893897
1.7844,394.6189435
1.7846,395.048477
1.7848,395.2899801
1.785,395.1554605
1.7852,395.271615
1.7854,395.1997669
1.7856,395.3159141
1.7858,395.118742
1.786,395.2975461
1.7862,395.037723
1.7864,395.0912032
1.7866,395.2699941
1.7868,395.3234655
1.787,395.439588
1.7872,395.5557046
1.7874,393.8549352
1.7876,395.5999717
1.7878,395.5281308
1.788,395.2057061
1.7882,394.8206508
1.7884,394.7488318
1.7886,394.739658
1.7888,394.6678434
1.789,394.971868
1.7892,395.0253263
1.7894,394.8908722
1.7896,394.9443291
1.7898,395.1856838
1.79,395.0512341
1.7902,394.7915289
1.7904,394.4065769
1.7906,394.2721535
1.7908,393.9498569
1.791,394.003324
1.7912,393.6810478
1.7914,393.546652
1.7916,393.4748825
1.7918,393.4031159
1.792,393.1434995
1.7922,393.7605202
1.7924,393.7513653
1.7926,393.9926632
1.7928,393.858279
1.793,397.2926865
1.7932,394.1530076
1.7934,394.2690572
1.7936,394.2598892
1.7938,394.2507213
1.794,394.2415533
1.7942,394.4201899
1.7944,394.3484175
1.7946,394.5270425
1.7948,394.0170898
1.795,394.0705219
1.7952,394.0613569
1.7954,394.302563
1.7956,394.3559835
1.7958,393.7209122
1.796,394.4002272
1.7962,394.5162274
1.7964,394.4444651
1.7966,394.7482103
1.7968,394.864193
1.797,394.7298452
1.7972,394.9084018
1.7974,394.8366366
1.7976,394.8900279
1.7978,394.693115
1.798,394.6213586
1.7982,394.5496051
1.7984,394.5404255
1.7986,396.5960398
1.7988,394.3969301
1.799,394.3251868
1.7992,394.0031858
1.7994,393.6811993
1.7996,393.9848498
1.7998,393.5377563
1.8,393.5285985
1.8002,393.7071144
1.8004,393.6979522
1.8006,393.751345
1.8008,394.0549489
1.801,394.2959862
1.8012,394.3493601
1.8014,393.902338
1.8016,394.1433607
1.8018,394.0090944
1.802,394.2501026
1.8022,394.1783826
1.8024,394.1066655
1.8026,394.3476533
1.8028,393.96324
1.803,394.204219
1.8032,394.4451864
1.8034,394.4360039
1.8036,394.3642882
1.8038,394.1675122
1.804,394.2833959
1.8042,395.3997337
1.8044,394.4526185
1.8046,394.5059603
1.8048,394.3092017
1.805,394.3625436
1.8052,394.5409255
1.8054,394.2816585
1.8056,394.3975145
1.8058,394.0132279
1.806,393.8165057
1.8062,393.4947638
1.8064,393.3605747
1.8066,393.5389479
1.8068,393.0297042
1.807,393.4581093
1.8072,393.1989181
1.8074,393.1897603
1.8076,393.3681145
1.8078,393.0464396
1.808,393.1622869
1.8082,392.8406309
1.8084,392.9564768
1.8086,392.2598594
1.8088,392.4382078
1.809,392.2415846
1.8092,392.6698937
1.8094,392.723237
1.8096,393.0265351
1.8098,392.5799629
1.81,393.0082225
1.8102,392.6866407
1.8104,392.8649425
1.8106,392.793307
1.8108,392.4092707
1.811,392.2126897
1.8112,392.2035509
1.8114,392.194412
1.8116,392.1227982
1.8118,392.4885014
1.812,392.6667712
1.8122,392.9075028
1.8124,392.7109392
1.8126,393.388931
1.8128,393.0674322
1.813,393.0582715
1.8132,392.6743314
1.8134,392.7276412
1.8136,392.5311068
1.8138,392.5219577
1.814,392.262979
1.8142,392.6285715
1.8144,392.8692376
1.8146,392.9849859
1.8148,392.7260188
1.815,392.9666645
1.8152,392.9575038
1.8154,392.9483431
1.8156,392.8142908
1.8158,392.5553558
1.816,392.0466609
1.8162,391.9126378
1.8164,391.8410605
1.8166,391.8319245
1.8168,391.5730404
1.817,391.8136526
1.8172,391.6796484
1.8174,392.2324094
1.8176,392.4729881
1.8178,392.4638361
1.818,392.2049709
1.8182,391.9461174
1.8184,391.7497009
1.8186,391.8029889
1.8188,391.6065841
1.819,391.3477669
1.8192,391.4634788
1.8194,391.2046763
1.8196,391.7573018
1.8198,392.0602404
1.82,391.8638545
1.8202,392.2291879
1.8204,392.2824497
1.8206,392.5853461
1.8208,392.7010041
1.821,392.6918434
1.8212,392.8074927
1.8214,392.4863113
1.8216,392.7891655
1.8218,392.8424025
1.822,392.8332375
1.8222,392.8240724
1.8224,392.8773036
1.8226,393.1801112
1.8228,393.3581174
1.823,393.2865474
1.8232,393.1525897
1.8234,392.89386
1.8236,392.5727543
1.8238,392.5635936
1.824,392.3048944
1.8242,391.9838236
1.8244,391.7875309
1.8246,391.5912469
1.8248,391.4573504
1.825,391.198705
1.8252,391.0648231
1.8254,390.8685726
1.8256,390.9218227
1.8258,390.9750699
1.826,390.5293537
1.8262,390.9568184
1.8264,390.6358569
1.8266,390.8138355
1.8268,390.8047126
1.827,391.1074037
1.8272,391.2229963
1.8274,391.338583
1.8276,391.3918055
1.8278,391.507382
1.828,391.4358862
1.8282,391.2396851
1.8284,391.3552558
1.8286,391.0967138
1.8288,391.336981
1.829,391.1407989
1.8292,391.4433997
1.8294,391.5589501
1.8296,391.6121507
1.8298,391.7900332
1.83,391.7808842
1.8302,392.2704511
1.8304,391.7625861
1.8306,391.753437
1.8308,391.6819528
1.831,391.7351389
1.8312,391.7259898
1.8314,391.3428562
1.8316,391.6453624
1.8318,391.573887
1.832,391.8763728
1.8322,391.9295443
1.8324,391.9203894
1.8326,391.5373024
1.8328,391.278874
1.833,390.8334998
1.8332,390.5750991
1.8334,390.3790261
1.8336,390.6191652
1.8338,390.9216059
1.834,391.1617202
1.8342,391.8379955
1.8344,392.2026942
1.8346,392.6919903
1.8348,392.9943451
1.835,392.6736398
1.8352,392.97598
1.8354,392.343781
1.8356,392.0854123
1.8358,391.7647565
1.836,391.8801962
1.8362,391.7464467
1.8364,391.8618806
1.8366,392.1641873
1.8368,392.0927308
1.837,392.6441772
1.8372,392.7595776
1.8374,393.0618334
1.8376,393.1772177
1.8378,393.1057437
1.838,392.5982936
1.8382,392.5268356
1.8384,392.3308209
1.8386,392.1970933
1.8388,392.4370329
1.839,392.55241
1.8392,392.7923292
1.8394,392.9076918
1.8396,393.2721328
1.8398,393.1383993
1.84,393.1914762
1.8402,392.9954834
1.8404,392.737234
1.8406,392.7280515
1.8408,392.5943442
1.841,392.7719473
1.8412,392.7005038
1.8414,392.6290633
1.8416,392.8689083
1.8418,392.9219765
1.842,393.3485633
1.8422,393.2148605
1.8424,393.2056648
1.8426,393.2587184
1.8428,393.3117691
1.843,393.3025706
1.8432,393.1688823
1.8434,393.1596866
1.8436,393.150491
1.8438,393.1412953
1.844,393.1320997
1.8442,393.4963296
1.8444,393.1759445
1.8446,393.2289821
1.8448,393.1575503
1.845,393.5217438
1.8452,393.4503077
1.8454,393.6900187
1.8456,393.6808085
1.8458,394.1071799
1.846,394.2846329
1.8462,394.4620773
1.8464,394.8261776
1.8466,394.8169397
1.8468,394.7454832
1.847,394.5495952
1.8472,394.3537159
1.8474,394.6555597
1.8476,394.5841119
1.8478,394.1393987
1.848,393.6947059
1.8482,393.3744504
1.8484,393.4896586
1.8486,392.9205999
1.8488,392.9114043
1.849,392.7156007
1.8492,392.8308118
1.8494,392.5728187
1.8496,392.3770354
1.8498,392.3056546
1.85,392.2964721
1.8502,391.7897382
1.8504,391.6561824
1.8506,391.6470144
1.8508,391.9487942
1.851,391.6908666
1.8512,391.6816971
1.8514,391.796898
1.8516,391.8499094
1.8518,391.9029179
1.852,391.9559234
1.8522,391.822388
1.8524,391.9997479
1.8526,391.5553346
1.8528,391.5461666
1.853,391.5369986
1.8532,391.7143469
1.8534,391.3943214
1.8536,391.4473255
1.8538,391.7489976
1.854,391.7398238
1.8542,391.8549796
1.8544,391.9701295
1.8546,392.0231118
1.8548,391.8896098
1.855,391.6317958
1.8552,391.4361508
1.8554,391.3026707
1.8556,391.0448872
1.8558,390.7871154
1.856,391.0265687
1.8562,390.9552593
1.8564,391.2568454
1.8566,391.4962696
1.8568,391.859974
1.857,391.8507944
1.8572,391.7173288
1.8574,391.8945766
1.8576,391.8232555
1.8578,392.1247688
1.858,391.8048962
1.8582,391.8578523
1.8584,391.786537
1.8586,391.7773573
1.8588,391.9545716
1.859,392.2560369
